sessionId,action
284D3413703E7503672187D9D9FF5ACA.i1,"160,160,160,160,160,160,160,160,160,189,160,130,160,160,160,160,160,160,160,160,160,189,160,130,100,100,189,160,130,120,110,160,130,160,160,160,160,160,160,160,160,160,189,100,189,160,130,160,160,160,160,160,160,160,160,160,100,160,160,160,160,160,160,160,160,160,189,160,130,160,130,189,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,189,160,130,160,160,160,160,160,160,160,160,160,130,189,160,189,160,130,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,189,160,130,160,160,160,160,160,160,160,160,160,189,160,130,160,160,160,160,160,160,160,160,160,130,189,160,160,160,160,160,189,160,130,160,160,160,160,160,160,189,160,130,160,160,160,160,160,160,160,160,160"
28F02579D72EB9516F33A986263743DD.i2,"130,189,100,160,160,160,160,160,160,160,160,160,130,160,101,189,160,160,160,160,160,160,160,160,160,160,130"
291F66ABAF339300F1DA11841229291D.i1,"189,130,100,130,100,160,160,160,160,160,160,160,160,160,189,160,130"
29A96C3646A3765294FEC058E79E9BF5.i1,"189,130,160,160,160,160,160,160,160,160,160,189,160,130,100"
2AF23B99BDF381A81D02936A18D8F322.i2,"189,130,100,189,160,160,160,160,160,160,160,160,160,160,130,160,160,130,100,101,160,160,160,160,160,160,160,160,160,189,160,130,160,160,160,160,160,160,160,160,160,160,189,160,130,100,189,160,130,160,160,160,160,160,160,160,189,160,130,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,189,160,130,130,100,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,189,160,130,101,189,160,130,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,189,160,130,160,160,160,160,160,160,160,160,160,160,130,189,160,130,101,160,160,160,160,160,160,160,160,160"
2BB539730B895F56F4EA5CCF1E9E5B67.i1,"130,160,160,160,160,160,160,160,160,160,189,160,189,160,130,160,160,160,160,160,160,160,160,160,160,160,160,160,160,189,160,130,160,160,160,160,160,160,160,160,160,189,160,130,160,160,160,160,160,160,160,160,160,160,160,160,160,160,130,160,160,160,160,160,160,160,160,160,189,160,189,160,160,160,160,160,160,160,160,160,160,130,130,189,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,189,160,130"
2BEE76A8EF34C22CC4B6FF51E4974DD7.i1,"189,130,100,189,160,130,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,189,160,130,100,130,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,189,160,189,160,130,189,160,130,160,160,160,160,160,160,160,160,160,130,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,189,160,160,160,160,160,160,160,160,160,160,160,160,151,189,160,130,151,100,189,160,160,160,160,160,160,160,160,160,160,130,100,160,160,160,160,160,160,189,160,130,100,160,160,160,160,160,160,160,160,189,160,130,160,160,160,160,160,160,160,160,189,160,130,189,160,130,151,160,160,160,160,160,160,160,160,151,100,160,160,160,160,160,160,160,160,160,189,160,130,100,160,160,160,160,160,160,160,160,160,189,160,130"
2C84E0A4ED5E55E965466A71A3DA211E.i1,"189,130,160,160,160,160,160,160,160,160,160,160,130,100,189,160,130,101,160,160,160,160,160,160,160,160,160,160,160,160,160,100,130,189,160,130,100,160,160,160,160,160,160,160,160,160,160,100,160,160,160,160,160,160,160,160,189,160,160,130"
2D158F24B0EB2A2413C805D1023236B5.i1,"189,130,100,130,100,189,160,160,160,160,160,160,160,160,160,160,130,189,160,160,160,160,160,160,160,160,160,160,130,189,160,160,160,160,160,160,160,160,160,160,130,160,160,160,189,160,130,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,189,160,130,160,130,160,160,160,160,160,160,160,160,160,189,160,160,160,160,160,160,160,160,160,160,130,189,100,189,160,130,160,160,160,160,160,160,160,160,160,189,160,130,160,160,160,160,160,160,160,160,160,100,160,160,160,160,160,160,160,160,160,189,160,130,100,189,160,130,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,189,160,130,130,160,160,160,160,160,189,160,160,189,160,130,160,160,160,160,160,160,160,160,160,160,130,189,160,160,160,160,160,160,160,160,160"
2EB7CA79E5BEE5E5A87B8BCDE7A37B91.i1,"160,160,160,160,130,160,160,160,160,160,160,160,160,160,160,130,100,101,160,160,160,160,160,160,160,160,160,189,160,130"
